1.5	0.986449
1.55	0.98335
1.6	0.979592
1.65	0.975255
1.7	0.970121
1.75	0.964036
1.8	0.956889
1.85	0.9485
1.9	0.938356
1.95	0.926083
2	0.911232
2.05	0.892715
2.1	0.869262
2.15	0.832744
2.2	0.782009
2.25	0.6777
2.3	0.418371
2.35	0.242556
2.4	0.153702
2.45	0.119734
2.5	0.0999804
2.55	0.0831102
2.6	0.0753525
2.65	0.0689735
2.7	0.0600016
2.75	0.0565939
2.8	0.0546787
2.85	0.0499869
2.9	0.0478239
2.95	0.0449728
3	0.0423879
3.05	0.0405269
3.1	0.039186
3.15	0.0375878
3.2	0.0362125
3.25	0.0353613
3.3	0.0343942
3.35	0.0335914
3.4	0.0327541
3.45	0.0315916
3.5	0.0309318
1.5	0.986507
1.55	0.983365
1.6	0.979593
1.65	0.975256
1.7	0.970067
1.75	0.964001
1.8	0.956745
1.85	0.94851
1.9	0.938283
1.95	0.926136
2	0.911423
2.05	0.892972
2.1	0.869385
2.15	0.837339
2.2	0.785727
2.25	0.698059
2.3	0.44189
2.35	0.240782
2.4	0.159984
2.45	0.121471
2.5	0.0985132
2.55	0.0839701
2.6	0.0741842
2.65	0.0671349
2.7	0.0598888
2.75	0.0550012
2.8	0.0529732
2.85	0.0504113
2.9	0.0467882
2.95	0.0448158
3	0.0426797
3.05	0.0406883
3.1	0.0388702
3.15	0.0380174
3.2	0.0363663
3.25	0.0351468
3.3	0.0343631
3.35	0.0331819
3.4	0.0324686
3.45	0.0314762
3.5	0.0308494
1.5	0.986494
1.55	0.983373
1.6	0.979604
1.65	0.975228
1.7	0.970145
1.75	0.964023
1.8	0.9569
1.85	0.948308
1.9	0.938414
1.95	0.926081
2	0.911339
2.05	0.892481
2.1	0.868137
2.15	0.83546
2.2	0.78581
2.25	0.677936
2.3	0.405761
2.35	0.236102
2.4	0.165346
2.45	0.125099
2.5	0.0979308
2.55	0.0857847
2.6	0.0761977
2.65	0.0648324
2.7	0.060258
2.75	0.055899
2.8	0.0534161
2.85	0.0488844
2.9	0.0474134
2.95	0.0439761
3	0.042479
3.05	0.0410244
3.1	0.0386742
3.15	0.0375877
3.2	0.0362548
3.25	0.0353763
3.3	0.0345822
3.35	0.0330221
3.4	0.0320042
3.45	0.0314567
3.5	0.030933
1.5	0.986527
1.55	0.98338
1.6	0.97958
1.65	0.975219
1.7	0.970018
1.75	0.963979
1.8	0.956858
1.85	0.948459
1.9	0.938345
1.95	0.926269
2	0.911149
2.05	0.893182
2.1	0.868814
2.15	0.83449
2.2	0.789123
2.25	0.658778
2.3	0.433493
2.35	0.230062
2.4	0.152152
2.45	0.120386
2.5	0.0995314
2.55	0.0843822
2.6	0.0749824
2.65	0.0667168
2.7	0.0597585
2.75	0.0565051
2.8	0.0530087
2.85	0.0501312
2.9	0.046603
2.95	0.044273
3	0.0418831
3.05	0.0408113
3.1	0.0391133
3.15	0.0377315
3.2	0.0359824
3.25	0.0350773
3.3	0.0340721
3.35	0.0331996
3.4	0.0324479
3.45	0.031531
3.5	0.0312373
1.5	0.986489
1.55	0.983388
1.6	0.979614
1.65	0.975222
1.7	0.970073
1.75	0.964073
1.8	0.956875
1.85	0.948549
1.9	0.938252
1.95	0.92637
2	0.911686
2.05	0.892845
2.1	0.86888
2.15	0.835117
2.2	0.78393
2.25	0.668371
2.3	0.406948
2.35	0.240621
2.4	0.158445
2.45	0.113546
2.5	0.0979687
2.55	0.0837215
2.6	0.0746585
2.65	0.0671116
2.7	0.0617066
2.75	0.0560663
2.8	0.0535129
2.85	0.0500628
2.9	0.0470337
2.95	0.0452735
3	0.04272
3.05	0.0406021
3.1	0.0385677
3.15	0.0374141
3.2	0.0362361
3.25	0.0353224
3.3	0.034431
3.35	0.0331768
3.4	0.0321781
3.45	0.0319696
3.5	0.0314049
1.5	0.986488
1.55	0.983321
1.6	0.979651
1.65	0.975248
1.7	0.9701
1.75	0.96402
1.8	0.956843
1.85	0.948412
1.9	0.938407
1.95	0.926343
2	0.911232
2.05	0.89239
2.1	0.869392
2.15	0.835974
2.2	0.778377
2.25	0.667336
2.3	0.411215
2.35	0.261026
2.4	0.148035
2.45	0.12299
2.5	0.0983817
2.55	0.0871597
2.6	0.0761668
2.65	0.0662824
2.7	0.0630451
2.75	0.055842
2.8	0.0529772
2.85	0.0494205
2.9	0.0468306
2.95	0.044855
3	0.042566
3.05	0.0401558
3.1	0.0387075
3.15	0.0374836
3.2	0.0361173
3.25	0.0349237
3.3	0.0342571
3.35	0.0332799
3.4	0.0325531
3.45	0.0317061
3.5	0.0309313
1.5	0.986516
